datetimestart,datetimestop,provider,server,distance,ping,download,upload
2018-04-22 19:00:01,2018-04-22 19:00:32,Telstra Internet,Foxtel Broadband (Brisbane),3.77,19.677,31.72,1.05
2018-04-22 19:30:01,2018-04-22 19:30:31,Telstra Internet,Internode (Brisbane),3.77,17.505,29.12,0.83
2018-04-22 20:00:01,2018-04-22 20:00:32,Telstra Internet,Telstra (Brisbane),3.77,14.185,32.65,1.01
2018-04-22 20:30:01,2018-04-22 20:30:28,Telstra Internet,Telstra (Brisbane),3.77,16.618,34.03,1.27
2018-04-22 21:00:01,2018-04-22 21:00:37,Telstra Internet,Telstra (Brisbane),3.77,12.163,33.9,0.88
2018-04-22 21:30:01,2018-04-22 21:30:28,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.875,33.19,1.16
2018-04-22 22:00:01,2018-04-22 22:00:33,Telstra Internet,Telstra (Brisbane),3.77,16.165,31.21,0.99
2018-04-22 22:30:01,2018-04-22 22:30:31,Telstra Internet,Telstra (Brisbane),3.77,16.147,35.08,1.09
2018-04-22 23:00:01,2018-04-22 23:00:30,Telstra Internet,Telstra (Brisbane),3.77,14.075,32.79,0.98
2018-04-22 23:30:01,2018-04-22 23:30:29,Telstra Internet,Telstra (Brisbane),3.77,15.298,34.51,1.02
2018-04-23 00:00:01,2018-04-23 00:00:33,Telstra Internet,Telstra (Brisbane),3.77,14.701,34.77,1.17
2018-04-23 00:30:01,2018-04-23 00:30:31,Telstra Internet,Telstra (Brisbane),3.77,14.364,34.73,1.19
2018-04-23 01:00:01,2018-04-23 01:00:37,Telstra Internet,AARNet (Brisbane),3.77,15.885,35.27,1.73
2018-04-23 01:30:01,2018-04-23 01:30:31,Telstra Internet,Telstra (Brisbane),3.77,13.198,32.83,0.98
2018-04-23 02:00:01,2018-04-23 02:00:37,Telstra Internet,Telstra (Brisbane),3.77,13.095,33.77,1.17
2018-04-23 02:30:01,2018-04-23 02:30:27,Telstra Internet,Telstra (Brisbane),3.77,14.156,35.38,1.14
2018-04-23 03:00:01,2018-04-23 03:00:34,Telstra Internet,Telstra (Brisbane),3.77,13.277,33.85,0.94
2018-04-23 03:30:01,2018-04-23 03:30:26,Telstra Internet,Telstra (Brisbane),3.77,14.379,33.28,1.24
2018-04-23 04:00:01,2018-04-23 04:00:33,Telstra Internet,Telstra (Brisbane),3.77,14.145,32.94,1.12
2018-04-23 04:30:01,2018-04-23 04:30:27,Telstra Internet,Telstra (Brisbane),3.77,13.901,34.6,1.24
2018-04-23 05:00:01,2018-04-23 05:00:30,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.082,32.76,1.3
2018-04-23 05:30:01,2018-04-23 05:30:30,Telstra Internet,Telstra (Brisbane),3.77,16.135,34.52,1.14
2018-04-23 06:00:01,2018-04-23 06:00:37,Telstra Internet,Telstra (Brisbane),3.77,14.199,34.65,1.09
2018-04-23 06:30:01,2018-04-23 06:30:29,Telstra Internet,Telstra (Brisbane),3.77,13.775,34.96,0.99
2018-04-23 07:00:01,2018-04-23 07:00:33,Telstra Internet,Telstra (Brisbane),3.77,14.615,34.95,0.96
2018-04-23 07:30:01,2018-04-23 07:30:29,Telstra Internet,'Yes' Optus (Brisbane),3.77,15.875,35.08,1.16
2018-04-23 08:00:01,2018-04-23 08:00:33,Telstra Internet,Telstra (Brisbane),3.77,14.159,34.83,1.15
2018-04-23 08:30:01,2018-04-23 08:30:33,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.78,30.87,1.06
2018-04-23 09:00:01,2018-04-23 09:00:28,Telstra Internet,Telstra (Brisbane),3.77,17.536,34.91,1.19
2018-04-23 09:30:01,2018-04-23 09:30:29,Telstra Internet,Telstra (Brisbane),3.77,16.499,34.19,1.19
2018-04-23 10:00:01,2018-04-23 10:00:29,Telstra Internet,Telstra (Brisbane),3.77,17.478,33.89,1.3
2018-04-23 10:30:01,2018-04-23 10:30:29,Telstra Internet,Telstra (Brisbane),3.77,15.606,34.73,1.05
2018-04-23 11:00:01,2018-04-23 11:00:34,Telstra Internet,Telstra (Brisbane),3.77,15.3,33.35,0.95
2018-04-23 11:30:01,2018-04-23 11:30:26,Telstra Internet,Telstra (Brisbane),3.77,15.635,34.3,1.17
2018-04-23 12:00:01,2018-04-23 12:00:32,Telstra Internet,Telstra (Brisbane),3.77,15.888,34.94,1.1
2018-04-23 12:30:01,2018-04-23 12:30:29,Telstra Internet,Telstra (Brisbane),3.77,16.319,34.99,1
2018-04-23 13:00:01,2018-04-23 13:00:28,Telstra Internet,Telstra (Brisbane),3.77,16.308,35.08,1.19
2018-04-23 13:30:01,2018-04-23 13:30:29,Telstra Internet,Telstra (Brisbane),3.77,18.126,34.25,1.07
2018-04-23 14:00:01,2018-04-23 14:00:35,Telstra Internet,Telstra (Brisbane),3.77,15.431,34.71,1.1
2018-04-23 14:30:01,2018-04-23 14:30:33,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.795,28.61,0.93
2018-04-23 15:00:01,2018-04-23 15:00:31,Telstra Internet,Telstra (Brisbane),3.77,17.026,34.07,1
2018-04-23 15:30:02,2018-04-23 15:30:27,Telstra Internet,Telstra (Brisbane),3.77,16.723,31.13,1.24
2018-04-23 16:00:01,2018-04-23 16:00:35,Telstra Internet,AARNet (Brisbane),3.77,16.335,34.97,1.43
2018-04-23 16:30:01,2018-04-23 16:30:30,Telstra Internet,Telstra (Brisbane),3.77,19.514,34.47,0.98
2018-04-23 17:00:01,2018-04-23 17:00:33,Telstra Internet,Telstra (Brisbane),3.77,17.231,33.89,1.15
2018-04-23 17:30:01,2018-04-23 17:30:24,Telstra Internet,Telstra (Brisbane),3.77,17.387,34.32,1.38
2018-04-23 18:00:02,2018-04-23 18:00:34,Telstra Internet,Telstra (Brisbane),3.77,16.561,32.76,0.98
2018-04-23 18:30:01,2018-04-23 18:30:26,Telstra Internet,Telstra (Brisbane),3.77,17.442,32.97,1.23
2018-04-23 19:00:01,2018-04-23 19:00:29,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.457,32.25,1.19
2018-04-23 19:30:01,2018-04-23 19:30:28,Telstra Internet,Telstra (Brisbane),3.77,13.98,33.06,1.12
2018-04-23 20:00:01,2018-04-23 20:00:37,Telstra Internet,Telstra (Brisbane),3.77,17.223,31.57,0.92
2018-04-23 20:30:01,2018-04-23 20:30:27,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.172,32.16,1.18
2018-04-23 21:00:01,2018-04-23 21:00:28,Telstra Internet,Telstra (Brisbane),3.77,16.382,30.81,1.11
2018-04-23 21:30:01,2018-04-23 21:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,16.78,29.56,1.4
2018-04-23 22:00:01,2018-04-23 22:00:33,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.018,28.13,1.11
2018-04-23 22:30:01,2018-04-23 22:30:38,Telstra Internet,Telstra (Brisbane),3.77,16.352,33.32,0.93
2018-04-23 23:00:01,2018-04-23 23:00:27,Telstra Internet,Telstra (Brisbane),3.77,14.801,33.89,1.29
2018-04-23 23:30:01,2018-04-23 23:30:28,Telstra Internet,Telstra (Brisbane),3.77,14.122,34.16,1.24
2018-04-24 00:00:01,2018-04-24 00:00:29,Telstra Internet,Telstra (Brisbane),3.77,16.325,34.68,1.28
2018-04-24 00:30:01,2018-04-24 00:30:32,Telstra Internet,Telstra (Brisbane),3.77,13.719,34.67,1.27
2018-04-24 01:00:01,2018-04-24 01:00:35,Telstra Internet,Telstra (Brisbane),3.77,13.923,34.75,1.08
2018-04-24 01:30:01,2018-04-24 01:30:25,Telstra Internet,Telstra (Brisbane),3.77,14.882,34.38,1.32
2018-04-24 02:00:01,2018-04-24 02:00:37,Telstra Internet,Telstra (Brisbane),3.77,16.313,34.68,1.08
2018-04-24 02:30:01,2018-04-24 02:30:29,Telstra Internet,Telstra (Brisbane),3.77,17.06,35.05,1.06
2018-04-24 03:00:01,2018-04-24 03:00:38,Telstra Internet,Telstra (Brisbane),3.77,15.306,34.62,0.97
2018-04-24 03:30:01,2018-04-24 03:30:27,Telstra Internet,Telstra (Brisbane),3.77,15.169,34.43,1.18
2018-04-24 04:00:01,2018-04-24 04:00:31,Telstra Internet,Telstra (Brisbane),3.77,13.756,35.16,1.13
2018-04-24 04:30:01,2018-04-24 04:30:30,Telstra Internet,Telstra (Brisbane),3.77,13.471,34.51,1.05
2018-04-24 05:00:01,2018-04-24 05:00:33,Telstra Internet,Telstra (Brisbane),3.77,13.57,34.86,1.04
2018-04-24 05:30:01,2018-04-24 05:30:28,Telstra Internet,Telstra (Brisbane),3.77,13.75,34.55,1.06
2018-04-24 06:00:01,2018-04-24 06:00:33,Telstra Internet,Telstra (Brisbane),3.77,14.467,34.94,1.04
2018-04-24 06:30:01,2018-04-24 06:30:29,Telstra Internet,Telstra (Brisbane),3.77,14.99,34.96,1.1
2018-04-24 07:00:01,2018-04-24 07:00:27,Telstra Internet,'Yes' Optus (Brisbane),3.77,15.185,35.26,1.3
2018-04-24 07:30:01,2018-04-24 07:30:25,Telstra Internet,Telstra (Brisbane),3.77,14.986,34.56,1.31
2018-04-24 08:00:01,2018-04-24 08:00:30,Telstra Internet,Telstra (Brisbane),3.77,17.453,34.59,1.04
2018-04-24 08:30:01,2018-04-24 08:30:28,Telstra Internet,Telstra (Brisbane),3.77,16.426,34.34,1.11
2018-04-24 09:00:01,2018-04-24 09:00:29,Telstra Internet,Internode (Brisbane),3.77,16.875,29.2,1.43
2018-04-24 09:30:01,2018-04-24 09:30:30,Telstra Internet,Telstra (Brisbane),3.77,17.033,34.84,0.98
2018-04-24 10:00:01,2018-04-24 10:00:32,Telstra Internet,Telstra (Brisbane),3.77,16.317,35.21,0.97
2018-04-24 10:30:01,2018-04-24 10:30:29,Telstra Internet,Telstra (Brisbane),3.77,15.905,34.71,1.04
2018-04-24 11:00:01,2018-04-24 11:00:30,Telstra Internet,Telstra (Brisbane),3.77,15.908,35.01,0.95
2018-04-24 11:30:01,2018-04-24 11:30:32,Telstra Internet,Telstra (Brisbane),3.77,16.483,34.67,1.17
2018-04-24 12:00:01,2018-04-24 12:00:31,Telstra Internet,Telstra (Brisbane),3.77,17.335,34.98,0.98
2018-04-24 12:30:02,2018-04-24 12:30:27,Telstra Internet,Telstra (Brisbane),3.77,17.393,34.89,1.37
2018-04-24 13:00:01,2018-04-24 13:00:34,Telstra Internet,Telstra (Brisbane),3.77,16.233,35.57,0.98
2018-04-24 13:30:01,2018-04-24 13:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.477,34.97,1.28
2018-04-24 14:00:01,2018-04-24 14:00:29,Telstra Internet,Telstra (Brisbane),3.77,16.064,34.51,1.04
2018-04-24 14:30:01,2018-04-24 14:30:30,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.72,35.03,0.88
2018-04-24 15:00:01,2018-04-24 15:00:28,Telstra Internet,Telstra (Brisbane),3.77,16.838,33.97,1.08
2018-04-24 15:30:01,2018-04-24 15:30:31,Telstra Internet,AARNet (Brisbane),3.77,17.421,34.93,1.63
2018-04-24 16:00:01,2018-04-24 16:00:27,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.72,35.17,1.15
2018-04-24 16:30:01,2018-04-24 16:30:30,Telstra Internet,Telstra (Brisbane),3.77,18.579,33.93,0.92
2018-04-24 17:00:01,2018-04-24 17:00:31,Telstra Internet,Telstra (Brisbane),3.77,15.848,33.82,1.12
2018-04-24 17:30:01,2018-04-24 17:30:31,Telstra Internet,Telstra (Brisbane),3.77,16.722,34.36,1.13
2018-04-24 18:00:01,2018-04-24 18:00:28,Telstra Internet,Telstra (Brisbane),3.77,15.991,33.34,1.17
2018-04-24 18:30:01,2018-04-24 18:30:28,Telstra Internet,Internode (Brisbane),3.77,17.34,32.92,1.04
2018-04-24 19:00:01,2018-04-24 19:00:28,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.839,30.87,1.07
2018-04-24 19:30:01,2018-04-24 19:30:30,Telstra Internet,AARNet (Brisbane),3.77,16.88,33.98,1.56
2018-04-24 20:00:01,2018-04-24 20:00:27,Telstra Internet,AARNet (Brisbane),3.77,17.585,28.5,1.86
2018-04-24 20:30:01,2018-04-24 20:30:30,Telstra Internet,Telstra (Brisbane),3.77,16.304,34.1,0.95
2018-04-24 21:00:01,2018-04-24 21:00:28,Telstra Internet,Internode (Brisbane),3.77,17.922,33.57,1.05
2018-04-24 21:30:01,2018-04-24 21:30:26,Telstra Internet,Telstra (Brisbane),3.77,16.126,34.34,1.2
2018-04-24 22:00:01,2018-04-24 22:00:31,Telstra Internet,Telstra (Brisbane),3.77,15.683,34.88,1.07
2018-04-24 22:30:01,2018-04-24 22:30:28,Telstra Internet,Internode (Brisbane),3.77,16.853,32.31,1.17
2018-04-24 23:00:01,2018-04-24 23:00:26,Telstra Internet,Telstra (Brisbane),3.77,15.417,35.12,1.24
2018-04-24 23:30:01,2018-04-24 23:30:27,Telstra Internet,Telstra (Brisbane),3.77,16.108,34.79,1.12
2018-04-25 00:00:01,2018-04-25 00:00:25,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.734,35.12,1.32
2018-04-25 00:30:01,2018-04-25 00:30:33,Telstra Internet,AARNet (Brisbane),3.77,16.424,35.25,1.47
2018-04-25 01:00:01,2018-04-25 01:00:31,Telstra Internet,Telstra (Brisbane),3.77,15.077,33.14,1.16
2018-04-25 01:30:01,2018-04-25 01:30:29,Telstra Internet,Telstra (Brisbane),3.77,14.041,34.31,1.14
2018-04-25 02:00:01,2018-04-25 02:00:27,Telstra Internet,Telstra (Brisbane),3.77,13.849,34.08,1.2
2018-04-25 02:30:01,2018-04-25 02:30:29,Telstra Internet,AARNet (Brisbane),3.77,16.439,34.56,1.69
2018-04-25 03:00:01,2018-04-25 03:00:27,Telstra Internet,Telstra (Brisbane),3.77,15.312,32.33,1.12
2018-04-25 03:30:01,2018-04-25 03:30:25,Telstra Internet,Telstra (Brisbane),3.77,16.329,34.99,1.26
2018-04-25 04:00:01,2018-04-25 04:00:29,Telstra Internet,Telstra (Brisbane),3.77,15.979,33.58,0.96
2018-04-25 04:30:01,2018-04-25 04:30:29,Telstra Internet,Telstra (Brisbane),3.77,16.325,35.19,1.15
2018-04-25 05:00:01,2018-04-25 05:00:26,Telstra Internet,Telstra (Brisbane),3.77,13.984,34.62,1.31
2018-04-25 05:30:01,2018-04-25 05:30:30,Telstra Internet,Telstra (Brisbane),3.77,14.29,34.87,1.09
2018-04-25 06:00:01,2018-04-25 06:00:26,Telstra Internet,Telstra (Brisbane),3.77,14.592,34.21,1.21
2018-04-25 06:30:01,2018-04-25 06:30:29,Telstra Internet,AARNet (Brisbane),3.77,15.19,35.19,1.86
2018-04-25 07:00:01,2018-04-25 07:00:28,Telstra Internet,Telstra (Brisbane),3.77,16.256,34.52,1.09
2018-04-25 07:30:01,2018-04-25 07:30:27,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.511,34.99,1.24
2018-04-25 08:00:01,2018-04-25 08:00:31,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.733,35.29,0.93
2018-04-25 08:30:01,2018-04-25 08:30:28,Telstra Internet,Telstra (Brisbane),3.77,16.564,34.35,1.1
2018-04-25 09:00:01,2018-04-25 09:00:28,Telstra Internet,Telstra (Brisbane),3.77,18.459,34.2,1.04
2018-04-25 09:30:01,2018-04-25 09:30:34,Telstra Internet,Internode (Brisbane),3.77,18.447,29.87,1.17
2018-04-25 10:00:01,2018-04-25 10:00:28,Telstra Internet,Telstra (Brisbane),3.77,19.221,34.5,1.08
2018-04-25 10:30:01,2018-04-25 10:30:29,Telstra Internet,AARNet (Brisbane),3.77,17.437,34.94,1.55
2018-04-25 11:00:01,2018-04-25 11:00:29,Telstra Internet,Telstra (Brisbane),3.77,16.248,34.52,1.26
2018-04-25 11:30:01,2018-04-25 11:30:29,Telstra Internet,Telstra (Brisbane),3.77,14.624,34.44,1
2018-04-25 12:00:01,2018-04-25 12:00:31,Telstra Internet,AARNet (Brisbane),3.77,16.884,34.94,1.7
2018-04-25 12:30:01,2018-04-25 12:30:30,Telstra Internet,Telstra (Brisbane),3.77,16.303,34.17,0.98
2018-04-25 13:00:01,2018-04-25 13:00:27,Telstra Internet,Telstra (Brisbane),3.77,16.254,34.05,1.25
2018-04-25 13:30:01,2018-04-25 13:30:28,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.774,34.61,1.05
2018-04-25 14:00:01,2018-04-25 14:00:28,Telstra Internet,Telstra (Brisbane),3.77,17.126,34.58,1.12
2018-04-25 14:30:01,2018-04-25 14:30:26,Telstra Internet,Internode (Brisbane),3.77,18.171,32.93,1.19
2018-04-25 15:00:01,2018-04-25 15:00:31,Telstra Internet,AARNet (Brisbane),3.77,20.414,31.04,1.82
2018-04-25 15:30:01,2018-04-25 15:30:29,Telstra Internet,'Yes' Optus (Brisbane),3.77,18.302,34.77,0.98
2018-04-25 16:00:01,2018-04-25 16:00:34,Telstra Internet,AARNet (Brisbane),3.77,17.022,29.27,1.36
2018-04-25 16:30:01,2018-04-25 16:30:27,Telstra Internet,AARNet (Brisbane),3.77,18.016,35.27,1.9
2018-04-25 17:00:01,2018-04-25 17:00:32,Telstra Internet,Telstra (Brisbane),3.77,16.334,34.1,0.96
2018-04-25 17:30:01,2018-04-25 17:30:30,Telstra Internet,Telstra (Brisbane),3.77,16.48,32.67,0.95
2018-04-25 18:00:01,2018-04-25 18:00:27,Telstra Internet,Telstra (Brisbane),3.77,16.823,32.03,1.1
2018-04-25 18:30:01,2018-04-25 18:30:29,Telstra Internet,Telstra (Brisbane),3.77,17.124,34.15,1.1
2018-04-25 19:00:01,2018-04-25 19:00:28,Telstra Internet,Telstra (Brisbane),3.77,19.217,31.96,1.08
2018-04-25 19:30:01,2018-04-25 19:30:26,Telstra Internet,Telstra (Brisbane),3.77,16.511,33.76,1.17
2018-04-25 20:00:01,2018-04-25 20:00:29,Telstra Internet,Telstra (Brisbane),3.77,16.176,34.33,1.14
2018-04-25 20:30:01,2018-04-25 20:30:28,Telstra Internet,Internode (Brisbane),3.77,16.357,33.16,1.21
2018-04-25 21:00:01,2018-04-25 21:00:32,Telstra Internet,Telstra (Brisbane),3.77,17.42,31,0.93
2018-04-25 21:30:01,2018-04-25 21:30:28,Telstra Internet,Telstra (Brisbane),3.77,16.665,34.62,1.09
2018-04-25 22:00:01,2018-04-25 22:00:31,Telstra Internet,Telstra (Brisbane),3.77,17.75,34.73,1.26
2018-04-25 22:30:02,2018-04-25 22:30:28,Telstra Internet,Telstra (Brisbane),3.77,16.135,34.43,1.21
2018-04-25 23:00:01,2018-04-25 23:00:30,Telstra Internet,Telstra (Brisbane),3.77,17.059,34.27,1.09
2018-04-25 23:30:01,2018-04-25 23:30:35,Telstra Internet,Telstra (Brisbane),3.77,13.641,34.62,1.15
2018-04-26 00:00:01,2018-04-26 00:00:27,Telstra Internet,AARNet (Brisbane),3.77,15.855,35.56,1.92
2018-04-26 00:30:01,2018-04-26 00:30:27,Telstra Internet,Telstra (Brisbane),3.77,15.279,34.66,1.12
2018-04-26 01:00:01,2018-04-26 01:00:34,Telstra Internet,Telstra (Brisbane),3.77,13.921,34.68,1.11
2018-04-26 01:30:01,2018-04-26 01:30:26,Telstra Internet,Telstra (Brisbane),3.77,14.225,34.74,1.29
2018-04-26 02:00:01,2018-04-26 02:00:32,Telstra Internet,Telstra (Brisbane),3.77,14.032,31.47,1.11
2018-04-26 02:30:01,2018-04-26 02:30:31,Telstra Internet,Telstra (Brisbane),3.77,15.102,34.75,1.07
2018-04-26 03:00:01,2018-04-26 03:00:33,Telstra Internet,Telstra (Brisbane),3.77,13.665,34.67,1.06
2018-04-26 03:30:01,2018-04-26 03:30:25,Telstra Internet,Telstra (Brisbane),3.77,13.706,34.4,1.27
2018-04-26 04:00:01,2018-04-26 04:00:26,Telstra Internet,Telstra (Brisbane),3.77,14.241,34.85,1.21
2018-04-26 04:30:01,2018-04-26 04:30:26,Telstra Internet,Telstra (Brisbane),3.77,13.659,34.87,1.25
2018-04-26 05:00:01,2018-04-26 05:00:29,Telstra Internet,Telstra (Brisbane),3.77,14.32,34.96,1.18
2018-04-26 05:30:01,2018-04-26 05:30:28,Telstra Internet,Telstra (Brisbane),3.77,14.367,34.83,1.04
2018-04-26 06:00:01,2018-04-26 06:00:25,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.678,35.17,1.39
2018-04-26 06:30:01,2018-04-26 06:30:27,Telstra Internet,Telstra (Brisbane),3.77,16.807,34.91,1.15
2018-04-26 07:00:01,2018-04-26 07:00:32,Telstra Internet,Telstra (Brisbane),3.77,16.922,34.34,1.07
2018-04-26 07:30:01,2018-04-26 07:30:27,Telstra Internet,Telstra (Brisbane),3.77,17.405,35,1.19
2018-04-26 08:00:01,2018-04-26 08:00:28,Telstra Internet,AARNet (Brisbane),3.77,16.942,35.25,1.74
2018-04-26 08:30:01,2018-04-26 08:30:29,Telstra Internet,Telstra (Brisbane),3.77,19.182,34.02,1.07
2018-04-26 09:00:01,2018-04-26 09:00:29,Telstra Internet,Telstra (Brisbane),3.77,16.919,34.54,1.06
2018-04-26 09:30:01,2018-04-26 09:30:25,Telstra Internet,Telstra (Brisbane),3.77,15.415,34.33,1.27
2018-04-26 10:00:01,2018-04-26 10:00:33,Telstra Internet,Telstra (Brisbane),3.77,17.747,34.45,1.28
2018-04-26 10:30:01,2018-04-26 10:30:30,Telstra Internet,Internode (Brisbane),3.77,16.324,29.33,1.1
2018-04-26 11:00:01,2018-04-26 11:00:27,Telstra Internet,Telstra (Brisbane),3.77,14.355,35,1.18
2018-04-26 11:30:01,2018-04-26 11:30:28,Telstra Internet,AARNet (Brisbane),3.77,15.826,35.16,1.93
2018-04-26 12:00:01,2018-04-26 12:00:33,Telstra Internet,AARNet (Brisbane),3.77,17.433,35.25,1.42
2018-04-26 12:30:01,2018-04-26 12:30:29,Telstra Internet,Telstra (Brisbane),3.77,13.892,34.04,1.14
2018-04-26 13:00:01,2018-04-26 13:00:28,Telstra Internet,Telstra (Brisbane),3.77,13.841,34.21,1.12
2018-04-26 13:30:01,2018-04-26 13:30:28,Telstra Internet,Telstra (Brisbane),3.77,18.559,34.49,1.1
2018-04-26 14:00:01,2018-04-26 14:00:29,Telstra Internet,Telstra (Brisbane),3.77,18.011,32.85,1.06
2018-04-26 14:30:01,2018-04-26 14:30:33,Telstra Internet,Telstra (Brisbane),3.77,15.616,34.15,1.1
2018-04-26 15:00:01,2018-04-26 15:00:26,Telstra Internet,Telstra (Brisbane),3.77,17.055,33.86,1.18
2018-04-26 15:30:01,2018-04-26 15:30:27,Telstra Internet,Telstra (Brisbane),3.77,17.416,34.89,1.11
2018-04-26 16:00:01,2018-04-26 16:00:27,Telstra Internet,Telstra (Brisbane),3.77,15.786,34.22,1.16
2018-04-26 16:30:02,2018-04-26 16:30:30,Telstra Internet,Internode (Brisbane),3.77,16.85,29.37,1.25
2018-04-26 17:00:01,2018-04-26 17:00:35,Telstra Internet,AARNet (Brisbane),3.77,16.428,34.57,1.43
2018-04-26 17:30:01,2018-04-26 17:30:30,Telstra Internet,Internode (Brisbane),3.77,16.894,33.49,0.88
2018-04-26 18:00:01,2018-04-26 18:00:30,Telstra Internet,'Yes' Optus (Brisbane),3.77,22.377,21.65,0.7
2018-04-26 18:30:01,2018-04-26 18:30:30,Telstra Internet,Internode (Brisbane),3.77,17.901,31.66,0.84
2018-04-26 19:00:01,2018-04-26 19:00:27,Telstra Internet,'Yes' Optus (Brisbane),3.77,19.079,26.23,0.95
2018-04-26 19:30:01,2018-04-26 19:30:32,Telstra Internet,AARNet (Brisbane),3.77,16.32,34.52,1.45
2018-04-26 20:00:01,2018-04-26 20:00:32,Telstra Internet,Telstra (Brisbane),3.77,16.692,33.77,1.03
2018-04-26 20:30:01,2018-04-26 20:30:31,Telstra Internet,Telstra (Brisbane),3.77,17.22,33.39,0.9
2018-04-26 21:00:01,2018-04-26 21:00:29,Telstra Internet,Telstra (Brisbane),3.77,15.61,32.13,1.03
2018-04-26 21:30:01,2018-04-26 21:30:30,Telstra Internet,Telstra (Brisbane),3.77,15.666,33.8,1.06
2018-04-26 22:00:01,2018-04-26 22:00:28,Telstra Internet,'Yes' Optus (Brisbane),3.77,14.504,34.52,1.27
2018-04-26 22:30:01,2018-04-26 22:30:33,Telstra Internet,AARNet (Brisbane),3.77,15.275,35.62,1.53
2018-04-26 23:00:01,2018-04-26 23:00:30,Telstra Internet,AARNet (Brisbane),3.77,17.934,35.28,1.59
2018-04-26 23:30:01,2018-04-26 23:30:31,Telstra Internet,AARNet (Brisbane),3.77,17.456,35.26,1.49
2018-04-27 00:00:01,2018-04-27 00:00:33,Telstra Internet,Telstra (Brisbane),3.77,14.043,34.85,1.13
2018-04-27 00:30:01,2018-04-27 00:30:30,Telstra Internet,AARNet (Brisbane),3.77,14.824,34.94,1.7
2018-04-27 01:00:01,2018-04-27 01:00:33,Telstra Internet,Telstra (Brisbane),3.77,14.079,34.29,1.14
2018-04-27 01:30:01,2018-04-27 01:30:29,Telstra Internet,Telstra (Brisbane),3.77,14.576,33.21,1.04
2018-04-27 02:00:01,2018-04-27 02:00:30,Telstra Internet,Telstra (Brisbane),3.77,14.562,33.83,0.99
2018-04-27 02:30:01,2018-04-27 02:30:32,Telstra Internet,Telstra (Brisbane),3.77,16.179,34.83,1.04
2018-04-27 03:00:01,2018-04-27 03:00:28,Telstra Internet,Telstra (Brisbane),3.77,14.569,34.24,1.3
2018-04-27 03:30:01,2018-04-27 03:30:30,Telstra Internet,Telstra (Brisbane),3.77,13.561,35.03,0.96
2018-04-27 04:00:01,2018-04-27 04:00:27,Telstra Internet,AARNet (Brisbane),3.77,15.3,35.35,1.94
2018-04-27 04:30:01,2018-04-27 04:30:26,Telstra Internet,Telstra (Brisbane),3.77,15.161,34.68,1.3
2018-04-27 05:00:01,2018-04-27 05:00:30,Telstra Internet,Telstra (Brisbane),3.77,14.565,34.34,1.22
2018-04-27 05:30:01,2018-04-27 05:30:27,Telstra Internet,AARNet (Brisbane),3.77,14.28,35.12,1.79
2018-04-27 06:00:01,2018-04-27 06:00:31,Telstra Internet,Telstra (Brisbane),3.77,16.724,34.35,1.11
2018-04-27 06:30:01,2018-04-27 06:30:33,Telstra Internet,AARNet (Brisbane),3.77,15.891,34.87,1.51
2018-04-27 07:00:01,2018-04-27 07:00:29,Telstra Internet,Telstra (Brisbane),3.77,16.707,34.37,0.96
2018-04-27 07:30:01,2018-04-27 07:30:26,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.719,35.46,1.19
2018-04-27 08:00:01,2018-04-27 08:00:33,Telstra Internet,Telstra (Brisbane),3.77,16.786,34.7,0.88
2018-04-27 08:30:01,2018-04-27 08:30:29,Telstra Internet,Telstra (Brisbane),3.77,17.238,33.42,0.98
2018-04-27 09:00:01,2018-04-27 09:00:31,Telstra Internet,Telstra (Brisbane),3.77,16.282,34.51,1.02
2018-04-27 09:30:01,2018-04-27 09:30:29,Telstra Internet,Internode (Brisbane),3.77,18.221,33.51,1.12
2018-04-27 10:00:01,2018-04-27 10:00:35,Telstra Internet,Internode (Brisbane),3.77,17.427,28.97,0.99
2018-04-27 10:30:01,2018-04-27 10:30:27,Telstra Internet,Telstra (Brisbane),3.77,16.199,34.29,1.24
2018-04-27 11:00:01,2018-04-27 11:00:29,Telstra Internet,Internode (Brisbane),3.77,17.997,33.52,1.27
2018-04-27 11:30:01,2018-04-27 11:30:31,Telstra Internet,Internode (Brisbane),3.77,17.383,33.43,0.94
2018-04-27 12:00:01,2018-04-27 12:00:29,Telstra Internet,Telstra (Brisbane),3.77,16.705,33.59,1.18
