datetimestart,datetimestop,provider,server,distance,ping,download,upload
2018-11-16 03:00:01,2018-11-16 03:00:30,Telstra Internet,Telstra (Brisbane),3.73,17.498,47.22,5.12
2018-11-16 03:30:01,2018-11-16 03:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.73,16.183,53.69,5.03
2018-11-16 04:00:01,2018-11-16 04:00:25,Telstra Internet,AARNet (Brisbane),3.73,21.08,52.11,5.83
2018-11-16 04:30:01,2018-11-16 04:30:25,Telstra Internet,Foxtel Broadband (Brisbane),3.73,15.917,46.13,5.04
2018-11-16 05:00:01,2018-11-16 05:00:25,Telstra Internet,Telstra (Brisbane),3.73,15.386,48.25,5.26
2018-11-16 05:30:01,2018-11-16 05:30:24,Telstra Internet,Telstra (Brisbane),3.73,16.688,53.17,4.87
2018-11-16 06:00:01,2018-11-16 06:00:27,Telstra Internet,Telstra (Brisbane),3.73,16.448,46.55,5.07
2018-11-16 06:30:01,2018-11-16 06:30:25,Telstra Internet,AARNet (Brisbane),3.73,18.904,55.78,5.01
2018-11-16 07:00:01,2018-11-16 07:00:25,Telstra Internet,Telstra (Brisbane),3.73,16.702,48.92,5.01
2018-11-16 07:30:01,2018-11-16 07:30:29,Telstra Internet,Foxtel Broadband (Brisbane),3.73,17.535,46.47,5.06
2018-11-16 08:00:01,2018-11-16 08:00:24,Telstra Internet,Telstra (Brisbane),3.73,15.017,47.86,4.68
2018-11-16 08:30:01,2018-11-16 08:30:25,Telstra Internet,AARNet (Brisbane),3.73,18.235,56.05,4.79
2018-11-16 09:00:01,2018-11-16 09:00:24,Telstra Internet,AARNet (Brisbane),3.73,17.24,55.92,5.18
2018-11-16 09:30:01,2018-11-16 09:30:25,Telstra Internet,Telstra (Brisbane),3.73,17.981,47.11,4.77
2018-11-16 10:00:01,2018-11-16 10:00:28,Telstra Internet,Internode (Brisbane),3.73,18.789,45.83,4.26
2018-11-16 10:30:01,2018-11-16 10:30:24,Telstra Internet,Telstra (Brisbane),3.73,16.889,49.24,5.1
2018-11-16 11:00:01,2018-11-16 11:00:25,Telstra Internet,Foxtel Broadband (Brisbane),3.73,16.985,55.32,5.03
2018-11-16 11:30:01,2018-11-16 11:30:25,Telstra Internet,AARNet (Brisbane),3.73,17.934,56.12,4.94
2018-11-16 12:00:01,2018-11-16 12:00:23,Telstra Internet,Foxtel Broadband (Brisbane),3.73,17.545,52.04,3.84
2018-11-16 12:30:01,2018-11-16 12:30:25,Telstra Internet,Telstra (Brisbane),3.73,16.384,47.11,5.03
2018-11-16 13:00:01,2018-11-16 13:00:30,Telstra Internet,AARNet (Brisbane),3.77,18.921,53.7,3.99
2018-11-16 13:30:01,2018-11-16 13:30:24,Telstra Internet,Telstra (Brisbane),3.77,16.322,50.84,4.94
2018-11-16 14:00:01,2018-11-16 14:00:28,Telstra Internet,Telstra (Brisbane),3.77,17.895,48.39,4.97
2018-11-16 14:30:01,2018-11-16 14:30:26,Telstra Internet,Telstra (Brisbane),3.77,17.889,46.26,4.77
2018-11-16 15:00:01,2018-11-16 15:00:28,Telstra Internet,Telstra (Brisbane),3.77,17.789,52.15,5.05
2018-11-16 15:30:01,2018-11-16 15:30:24,Telstra Internet,Telstra (Brisbane),3.77,18.809,46.71,5.01
2018-11-16 16:00:01,2018-11-16 16:00:32,Telstra Internet,Telstra (Brisbane),3.77,17.136,48.15,4.42
2018-11-16 16:30:01,2018-11-16 16:30:26,Telstra Internet,Telstra (Brisbane),3.77,16.832,43.97,4.57
2018-11-16 17:00:01,2018-11-16 17:00:24,Telstra Internet,Telstra (Brisbane),3.77,16.602,51.27,4.94
2018-11-16 17:30:01,2018-11-16 17:30:25,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.25,55.69,2.69
2018-11-16 18:00:01,2018-11-16 18:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.562,47.64,4.99
2018-11-16 18:30:01,2018-11-16 18:30:27,Telstra Internet,Telstra (Brisbane),3.77,17.535,45.24,3.91
2018-11-16 19:00:01,2018-11-16 19:00:29,Telstra Internet,Foxtel Broadband (Brisbane),3.77,19.835,50.5,4.94
2018-11-16 19:30:01,2018-11-16 19:30:26,Telstra Internet,Telstra (Brisbane),3.77,16.716,47.92,4.88
2018-11-16 20:00:01,2018-11-16 20:00:41,Telstra Internet,Internode (Brisbane),3.77,20.472,48.46,4.58
2018-11-16 20:30:01,2018-11-16 20:30:28,Telstra Internet,Foxtel Broadband (Brisbane),3.77,20.402,55.76,2.82
2018-11-16 21:00:01,2018-11-16 21:00:25,Telstra Internet,Telstra (Brisbane),3.77,15.301,46.95,4.21
2018-11-16 21:30:01,2018-11-16 21:30:25,Telstra Internet,Telstra (Brisbane),3.77,15.816,48.21,4.17
2018-11-16 22:00:01,2018-11-16 22:00:27,Telstra Internet,Telstra (Brisbane),3.77,17.119,45.24,4.95
2018-11-16 22:30:01,2018-11-16 22:30:29,Telstra Internet,Internode (Brisbane),3.77,17.905,50.72,4.17
2018-11-16 23:00:01,2018-11-16 23:00:25,Telstra Internet,Telstra (Brisbane),3.77,17.064,46.3,4.61
2018-11-16 23:30:01,2018-11-16 23:30:25,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.629,46.17,4.89
2018-11-17 00:00:01,2018-11-17 00:00:26,Telstra Internet,AARNet (Brisbane),3.77,17.156,55.1,4.63
2018-11-17 00:30:01,2018-11-17 00:30:28,Telstra Internet,Internode (Brisbane),3.77,17.714,46.97,4.73
2018-11-17 01:00:01,2018-11-17 01:00:24,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.54,54.22,4.78
2018-11-17 01:30:01,2018-11-17 01:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.028,55.59,5.15
2018-11-17 02:00:01,2018-11-17 02:00:27,Telstra Internet,Telstra (Brisbane),3.77,16.35,47.12,4.97
2018-11-17 02:30:01,2018-11-17 02:30:26,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.207,55.39,2.09
2018-11-17 03:00:01,2018-11-17 03:00:25,Telstra Internet,Telstra (Brisbane),3.77,17.269,48.54,4.56
2018-11-17 03:30:01,2018-11-17 03:30:27,Telstra Internet,Telstra (Brisbane),3.77,15.677,52.46,5.09
2018-11-17 04:00:01,2018-11-17 04:00:27,Telstra Internet,Telstra (Brisbane),3.77,15.681,52.34,4.45
2018-11-17 04:30:01,2018-11-17 04:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.422,36.74,5.1
2018-11-17 05:00:01,2018-11-17 05:00:28,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.766,55.99,2.95
2018-11-17 05:30:01,2018-11-17 05:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.061,50.63,4.88
2018-11-17 06:00:01,2018-11-17 06:00:23,Telstra Internet,Foxtel Broadband (Brisbane),3.77,16.665,56.47,4.64
2018-11-17 06:30:01,2018-11-17 06:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.667,55.85,5.21
2018-11-17 07:00:01,2018-11-17 07:00:29,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.97,40.26,5.03
2018-11-17 07:30:01,2018-11-17 07:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.303,56.19,5.01
2018-11-17 08:00:01,2018-11-17 08:00:26,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.107,51.7,4.57
2018-11-17 08:30:01,2018-11-17 08:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,14.748,55.92,4.95
2018-11-17 09:00:01,2018-11-17 09:00:26,Telstra Internet,Telstra (Brisbane),3.77,16.382,49.13,5.21
2018-11-17 09:30:01,2018-11-17 09:30:24,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.557,51.35,4.97
2018-11-17 10:00:01,2018-11-17 10:00:27,Telstra Internet,Telstra (Brisbane),3.77,18.161,48.21,4.84
2018-11-17 10:30:01,2018-11-17 10:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.716,49.46,4.92
2018-11-17 11:00:01,2018-11-17 11:00:25,Telstra Internet,Telstra (Brisbane),3.77,17.31,49.39,3.71
2018-11-17 11:30:01,2018-11-17 11:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.67,48.92,5.08
2018-11-17 12:00:01,2018-11-17 12:00:31,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.298,51.13,4.41
2018-11-17 12:30:01,2018-11-17 12:30:27,Telstra Internet,Internode (Brisbane),3.77,17.061,46.87,4.94
2018-11-17 13:00:01,2018-11-17 13:00:30,Telstra Internet,Foxtel Broadband (Brisbane),3.77,19.653,37.61,4.76
2018-11-17 13:30:01,2018-11-17 13:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.876,51.07,5.12
2018-11-17 14:00:01,2018-11-17 14:00:24,Telstra Internet,Foxtel Broadband (Brisbane),3.77,19.063,54.53,2.46
2018-11-17 14:30:01,2018-11-17 14:30:26,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.8,35.32,4.89
2018-11-17 15:00:01,2018-11-17 15:00:24,Telstra Internet,AARNet (Brisbane),3.77,18.768,55.23,5.75
2018-11-17 15:30:01,2018-11-17 15:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.894,37.23,4.96
2018-11-17 16:00:01,2018-11-17 16:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.006,47.58,5.09
2018-11-17 16:30:01,2018-11-17 16:30:24,Telstra Internet,Telstra (Brisbane),3.77,15.365,47.53,5.07
2018-11-17 17:00:01,2018-11-17 17:00:28,Telstra Internet,Telstra (Brisbane),3.77,17.686,46.29,4.46
2018-11-17 17:30:01,2018-11-17 17:30:24,Telstra Internet,Telstra (Brisbane),3.77,18.285,53.76,4.94
2018-11-17 18:00:01,2018-11-17 18:00:25,Telstra Internet,Foxtel Broadband (Brisbane),3.77,16.682,52.15,3.47
2018-11-17 18:30:01,2018-11-17 18:30:24,Telstra Internet,Telstra (Brisbane),3.77,17.303,46.23,4.7
2018-11-17 19:00:01,2018-11-17 19:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.61,51.03,5.03
2018-11-17 19:30:01,2018-11-17 19:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.323,54.96,2.85
2018-11-17 20:00:01,2018-11-17 20:00:24,Telstra Internet,Telstra (Brisbane),3.77,14.202,49.68,5.04
2018-11-17 20:30:01,2018-11-17 20:30:25,Telstra Internet,AARNet (Brisbane),3.77,16.866,46.11,4.44
2018-11-17 21:00:01,2018-11-17 21:00:29,Telstra Internet,Foxtel Broadband (Brisbane),3.77,40.703,44.9,3.4
2018-11-17 21:30:01,2018-11-17 21:30:23,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.777,42.61,4.56
2018-11-17 22:00:01,2018-11-17 22:00:33,Telstra Internet,Internode (Brisbane),3.77,16.533,33.75,4.98
2018-11-17 22:30:01,2018-11-17 22:30:25,Telstra Internet,AARNet (Brisbane),3.77,17.856,55.06,5.18
2018-11-17 23:00:01,2018-11-17 23:00:24,Telstra Internet,Foxtel Broadband (Brisbane),3.77,20.257,53.5,3.33
2018-11-17 23:30:01,2018-11-17 23:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.238,52.16,4.92
2018-11-18 00:00:01,2018-11-18 00:00:27,Telstra Internet,Internode (Brisbane),3.77,18.275,47.64,5.12
2018-11-18 00:30:01,2018-11-18 00:30:28,Telstra Internet,AARNet (Brisbane),3.77,18.07,54.49,5.21
2018-11-18 01:00:01,2018-11-18 01:00:24,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.178,53.71,4.3
2018-11-18 01:30:01,2018-11-18 01:30:25,Telstra Internet,Telstra (Brisbane),3.77,15.223,46.08,5.02
2018-11-18 02:00:01,2018-11-18 02:00:24,Telstra Internet,Telstra (Brisbane),3.77,14.561,51.27,5.04
2018-11-18 02:30:01,2018-11-18 02:30:24,Telstra Internet,'Yes' Optus (Brisbane),3.77,14.983,51.18,4.97
2018-11-18 03:00:01,2018-11-18 03:00:23,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.476,53.48,4.64
2018-11-18 03:30:01,2018-11-18 03:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,15.933,55.64,4.87
2018-11-18 04:00:01,2018-11-18 04:00:31,Telstra Internet,Telstra (Brisbane),3.77,17.408,50.11,5.1
2018-11-18 04:30:01,2018-11-18 04:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.96,37.57,4.91
2018-11-18 05:00:01,2018-11-18 05:00:24,Telstra Internet,AARNet (Brisbane),3.77,14.674,55.45,4.89
2018-11-18 05:30:01,2018-11-18 05:30:23,Telstra Internet,AARNet (Brisbane),3.77,17.743,55.62,6.3
2018-11-18 06:00:01,2018-11-18 06:00:26,Telstra Internet,Telstra (Brisbane),3.77,15.847,49.45,4.86
2018-11-18 06:30:01,2018-11-18 06:30:24,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.808,55.61,4.96
2018-11-18 07:00:01,2018-11-18 07:00:29,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.778,56.1,1.99
2018-11-18 07:30:01,2018-11-18 07:30:23,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.785,55.77,3.66
2018-11-18 08:00:01,2018-11-18 08:00:28,Telstra Internet,Internode (Brisbane),3.77,17.324,47.75,5.02
2018-11-18 08:30:01,2018-11-18 08:30:26,Telstra Internet,Telstra (Brisbane),3.77,18.812,49.6,4.52
2018-11-18 09:00:01,2018-11-18 09:00:24,Telstra Internet,Internode (Brisbane),3.77,18.701,50.05,4.98
2018-11-18 09:30:01,2018-11-18 09:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.166,49.08,5.1
2018-11-18 10:00:01,2018-11-18 10:00:26,Telstra Internet,Internode (Brisbane),3.77,17.772,51.4,5.14
2018-11-18 10:30:01,2018-11-18 10:30:26,Telstra Internet,AARNet (Brisbane),3.77,18.442,56.3,5.01
2018-11-18 11:00:01,2018-11-18 11:00:25,Telstra Internet,Telstra (Brisbane),3.77,14.894,47.52,4.81
2018-11-18 11:30:01,2018-11-18 11:30:25,Telstra Internet,Telstra (Brisbane),3.77,16.238,47.04,5.19
2018-11-18 12:00:01,2018-11-18 12:00:23,Telstra Internet,Telstra (Brisbane),3.77,16.156,52.48,5.13
2018-11-18 12:30:01,2018-11-18 12:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.043,47.86,5.09
2018-11-18 13:00:01,2018-11-18 13:00:28,Telstra Internet,Telstra (Brisbane),3.77,20.06,49.66,5.02
2018-11-18 13:30:01,2018-11-18 13:30:28,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.645,37.74,5.01
2018-11-18 14:00:01,2018-11-18 14:00:23,Telstra Internet,AARNet (Brisbane),3.77,17.56,55.8,5.83
2018-11-18 14:30:01,2018-11-18 14:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.058,53.16,4.99
2018-11-18 15:00:01,2018-11-18 15:00:25,Telstra Internet,Telstra (Brisbane),3.77,15.906,50.5,5.03
2018-11-18 15:30:01,2018-11-18 15:30:23,Telstra Internet,Telstra (Brisbane),3.77,17.629,53.4,4.57
2018-11-18 16:00:01,2018-11-18 16:00:28,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.601,56.16,2.65
2018-11-18 16:30:02,2018-11-18 16:30:26,Telstra Internet,Telstra (Brisbane),3.77,16.99,47.04,4.83
2018-11-18 17:00:01,2018-11-18 17:00:27,Telstra Internet,Telstra (Brisbane),3.77,17.881,49.38,4.49
2018-11-18 17:30:01,2018-11-18 17:30:25,Telstra Internet,Telstra (Brisbane),3.77,15.707,47.85,5.1
2018-11-18 18:00:01,2018-11-18 18:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.385,47.93,5.08
2018-11-18 18:30:01,2018-11-18 18:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.477,52.28,4.89
2018-11-18 19:00:01,2018-11-18 19:00:28,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.881,55.71,2.33
2018-11-18 19:30:01,2018-11-18 19:30:26,Telstra Internet,Telstra (Brisbane),3.77,18.705,47.18,4.57
2018-11-18 20:00:01,2018-11-18 20:00:25,Telstra Internet,Telstra (Brisbane),3.77,17.573,46.89,5.08
2018-11-18 20:30:01,2018-11-18 20:30:26,Telstra Internet,AARNet (Brisbane),3.77,15.157,55.83,4.7
2018-11-18 21:00:01,2018-11-18 21:00:28,Telstra Internet,Internode (Brisbane),3.77,18.57,50.66,4.18
2018-11-18 21:30:01,2018-11-18 21:30:25,Telstra Internet,Telstra (Brisbane),3.77,18.233,48.01,4.62
2018-11-18 22:00:01,2018-11-18 22:00:26,Telstra Internet,Telstra (Brisbane),3.77,16.227,49.58,5.14
2018-11-18 22:30:01,2018-11-18 22:30:30,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.312,35.4,4.72
2018-11-18 23:00:01,2018-11-18 23:00:24,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.891,55.84,3.85
2018-11-18 23:30:01,2018-11-18 23:30:32,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.11,55.11,2.47
2018-11-19 00:00:01,2018-11-19 00:00:25,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.658,56.02,4.4
2018-11-19 00:30:01,2018-11-19 00:30:24,Telstra Internet,Telstra (Brisbane),3.77,15.57,47.35,4.83
2018-11-19 01:00:01,2018-11-19 01:00:29,Telstra Internet,Internode (Brisbane),3.77,17.68,48.49,5.08
2018-11-19 01:30:01,2018-11-19 01:30:24,Telstra Internet,AARNet (Brisbane),3.77,15.995,51.03,5.41
2018-11-19 02:00:01,2018-11-19 02:00:26,Telstra Internet,Telstra (Brisbane),3.77,17.622,45.22,4.69
2018-11-19 02:30:01,2018-11-19 02:30:27,Telstra Internet,Telstra (Brisbane),3.77,17.058,46.89,4.45
2018-11-19 03:00:01,2018-11-19 03:00:31,Telstra Internet,Telstra (Brisbane),3.77,16.468,35.48,5.04
2018-11-19 03:30:01,2018-11-19 03:30:23,Telstra Internet,AARNet (Brisbane),3.77,15.294,56.33,4.99
2018-11-19 04:00:01,2018-11-19 04:00:32,Telstra Internet,Telstra (Brisbane),3.77,16.207,48.42,5.16
2018-11-19 04:30:01,2018-11-19 04:30:25,Telstra Internet,Telstra (Brisbane),3.77,16.457,44.86,5.07
2018-11-19 05:00:01,2018-11-19 05:00:26,Telstra Internet,Telstra (Brisbane),3.77,15.965,47.03,5.02
2018-11-19 05:30:01,2018-11-19 05:30:26,Telstra Internet,Telstra (Brisbane),3.77,16.614,49.65,5.09
2018-11-19 06:00:01,2018-11-19 06:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.884,54,5.31
2018-11-19 06:30:01,2018-11-19 06:30:23,Telstra Internet,AARNet (Brisbane),3.77,14.308,55.1,4.78
2018-11-19 07:00:01,2018-11-19 07:00:28,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.665,46.35,4.98
2018-11-19 07:30:01,2018-11-19 07:30:25,Telstra Internet,AARNet (Brisbane),3.77,17.812,41.26,4.68
2018-11-19 08:00:02,2018-11-19 08:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.734,47.81,5.02
2018-11-19 08:30:01,2018-11-19 08:30:26,Telstra Internet,Telstra (Brisbane),3.77,16.016,48.96,5.12
2018-11-19 09:00:01,2018-11-19 09:00:24,Telstra Internet,Telstra (Brisbane),3.77,15.91,53.5,4.41
2018-11-19 09:30:01,2018-11-19 09:30:24,Telstra Internet,Telstra (Brisbane),3.77,16.689,52.7,4.08
2018-11-19 10:00:01,2018-11-19 10:00:25,Telstra Internet,Foxtel Broadband (Brisbane),3.77,15.947,56.05,3.46
2018-11-19 10:30:01,2018-11-19 10:30:26,Telstra Internet,Telstra (Brisbane),3.77,15.805,41.83,5.16
2018-11-19 11:00:01,2018-11-19 11:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.959,46.05,4.99
2018-11-19 11:30:01,2018-11-19 11:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,17.675,55.84,4.94
2018-11-19 12:00:01,2018-11-19 12:00:27,Telstra Internet,Telstra (Brisbane),3.77,16.359,48.06,4.84
2018-11-19 12:30:01,2018-11-19 12:30:23,Telstra Internet,Telstra (Brisbane),3.77,16.29,50.57,5.26
2018-11-19 13:00:01,2018-11-19 13:00:27,Telstra Internet,Telstra (Brisbane),3.77,17.622,52.13,4.96
2018-11-19 13:30:01,2018-11-19 13:30:25,Telstra Internet,Telstra (Brisbane),3.77,15.522,46.21,4.77
2018-11-19 14:00:01,2018-11-19 14:00:24,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.681,55.76,5.19
2018-11-19 14:30:01,2018-11-19 14:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.378,44.18,4.16
2018-11-19 15:00:01,2018-11-19 15:00:27,Telstra Internet,AARNet (Brisbane),3.77,17.87,47.96,5.12
2018-11-19 15:30:01,2018-11-19 15:30:25,Telstra Internet,Telstra (Brisbane),3.77,16.044,46.44,5.04
2018-11-19 16:00:01,2018-11-19 16:00:24,Telstra Internet,'Yes' Optus (Brisbane),3.77,19.118,51.4,4.95
2018-11-19 17:00:01,2018-11-19 17:00:26,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.122,47.86,5.22
2018-11-19 17:30:01,2018-11-19 17:30:28,Telstra Internet,Telstra (Brisbane),3.77,16.791,49.9,4.97
2018-11-19 18:00:01,2018-11-19 18:00:27,Telstra Internet,Telstra (Brisbane),3.77,16.372,47.78,4.86
2018-11-19 18:30:01,2018-11-19 18:30:26,Telstra Internet,AARNet (Brisbane),3.77,17.285,54.62,5.32
2018-11-19 19:00:01,2018-11-19 19:00:26,Telstra Internet,AARNet (Brisbane),3.77,17.954,51.59,6.06
2018-11-19 19:30:01,2018-11-19 19:30:28,Telstra Internet,Internode (Brisbane),3.77,17.882,47.09,4.72
2018-11-19 20:00:01,2018-11-19 20:00:28,Telstra Internet,AARNet (Brisbane),3.77,18.98,55.35,4.91
2018-11-19 20:30:01,2018-11-19 20:30:26,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.538,38.79,5.05
2018-11-19 21:00:01,2018-11-19 21:00:24,Telstra Internet,Telstra (Brisbane),3.77,18.354,49.41,4.45
2018-11-19 21:30:01,2018-11-19 21:30:26,Telstra Internet,Internode (Brisbane),3.77,18.53,48.71,3.64
2018-11-19 22:00:01,2018-11-19 22:00:26,Telstra Internet,Telstra (Brisbane),3.77,16.054,46.69,5.03
2018-11-19 22:30:01,2018-11-19 22:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.325,52.98,3.46
2018-11-19 23:00:01,2018-11-19 23:00:23,Telstra Internet,Internode (Brisbane),3.77,17.217,53.19,4.81
2018-11-19 23:30:01,2018-11-19 23:30:26,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.483,55.59,2.34
2018-11-20 00:00:02,2018-11-20 00:00:26,Telstra Internet,Internode (Brisbane),3.77,16.803,49.67,5.2
2018-11-20 00:30:01,2018-11-20 00:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,15.819,55.22,4.87
2018-11-20 01:00:01,2018-11-20 01:00:28,Telstra Internet,Telstra (Brisbane),3.77,16.836,46.51,4.79
2018-11-20 01:30:01,2018-11-20 01:30:25,Telstra Internet,Telstra (Brisbane),3.77,16.251,49.06,5.24
2018-11-20 02:00:01,2018-11-20 02:00:24,Telstra Internet,Telstra (Brisbane),3.77,16.427,50.41,5.29
2018-11-20 02:30:01,2018-11-20 02:30:27,Telstra Internet,Telstra (Brisbane),3.77,16.048,48.63,4.95
2018-11-20 03:00:01,2018-11-20 03:00:25,Telstra Internet,Telstra (Brisbane),3.77,17.526,51.24,4.73
2018-11-20 03:30:01,2018-11-20 03:30:25,Telstra Internet,AARNet (Brisbane),3.77,16.329,55.75,5.01
2018-11-20 04:00:01,2018-11-20 04:00:26,Telstra Internet,Telstra (Brisbane),3.77,18.893,47.87,5.17
2018-11-20 04:30:01,2018-11-20 04:30:25,Telstra Internet,Telstra (Brisbane),3.77,15.887,49.23,4.98
2018-11-20 05:00:01,2018-11-20 05:00:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,16.85,55.39,4.6
2018-11-20 05:30:01,2018-11-20 05:30:25,Telstra Internet,AARNet (Brisbane),3.77,17.912,55.88,5.05
2018-11-20 06:00:01,2018-11-20 06:00:24,Telstra Internet,'Yes' Optus (Brisbane),3.77,15.491,55.25,5.2
2018-11-20 06:30:01,2018-11-20 06:30:24,Telstra Internet,Internode (Brisbane),3.77,16.823,52.4,4.91
2018-11-20 07:00:01,2018-11-20 07:00:24,Telstra Internet,Internode (Brisbane),3.77,17.083,50.47,4.99
2018-11-20 07:30:01,2018-11-20 07:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,15.453,55.15,5.17
2018-11-20 08:00:01,2018-11-20 08:00:24,Telstra Internet,AARNet (Brisbane),3.77,16.246,56.43,4.84
2018-11-20 08:30:01,2018-11-20 08:30:23,Telstra Internet,AARNet (Brisbane),3.77,17.746,55.67,6.36
2018-11-20 09:00:01,2018-11-20 09:00:24,Telstra Internet,Internode (Brisbane),3.77,18.554,46.42,5.04
2018-11-20 09:30:01,2018-11-20 09:30:25,Telstra Internet,Telstra (Brisbane),3.77,17.37,48.07,4.94
2018-11-20 10:00:01,2018-11-20 10:00:34,Telstra Internet,Telstra (Brisbane),3.77,16.069,48.16,4.94
2018-11-20 10:30:01,2018-11-20 10:30:25,Telstra Internet,Telstra (Brisbane),3.77,16.624,46.74,4.13
2018-11-20 11:00:01,2018-11-20 11:00:25,Telstra Internet,Telstra (Brisbane),3.77,16.503,48.78,5.3
2018-11-20 11:30:01,2018-11-20 11:30:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.619,38.04,5.18
2018-11-20 12:00:01,2018-11-20 12:00:24,Telstra Internet,Telstra (Brisbane),3.77,17.75,52.39,4.28
2018-11-20 12:30:01,2018-11-20 12:30:28,Telstra Internet,Telstra (Brisbane),3.77,16.182,54.39,3.96
2018-11-20 13:00:01,2018-11-20 13:00:31,Telstra Internet,Telstra (Brisbane),3.77,15.114,32.38,4.94
2018-11-20 13:30:01,2018-11-20 13:30:24,Telstra Internet,Telstra (Brisbane),3.77,16.563,52.05,5.1
2018-11-20 14:00:01,2018-11-20 14:00:27,Telstra Internet,Internode (Brisbane),3.77,17.179,48.62,4.75
2018-11-20 14:30:01,2018-11-20 14:30:22,Telstra Internet,'Yes' Optus (Brisbane),3.77,18.131,55.51,5.02
2018-11-20 15:00:01,2018-11-20 15:00:27,Telstra Internet,Foxtel Broadband (Brisbane),3.77,17.307,53.6,4.23
2018-11-20 15:30:01,2018-11-20 15:30:23,Telstra Internet,'Yes' Optus (Brisbane),3.77,18.164,52.72,4.62
2018-11-20 16:00:01,2018-11-20 16:00:26,Telstra Internet,AARNet (Brisbane),3.77,16.897,53.01,5
2018-11-20 16:30:01,2018-11-20 16:30:23,Telstra Internet,AARNet (Brisbane),3.77,18.028,54.65,5.98
2018-11-20 17:00:01,2018-11-20 17:00:25,Telstra Internet,Telstra (Brisbane),3.77,15.855,47.05,5.07
2018-11-20 17:30:01,2018-11-20 17:30:24,Telstra Internet,AARNet (Brisbane),3.77,17.545,55.57,5.3
2018-11-20 18:00:01,2018-11-20 18:00:24,Telstra Internet,Telstra (Brisbane),3.77,19.104,50.48,4.89
2018-11-20 18:30:01,2018-11-20 18:30:23,Telstra Internet,Foxtel Broadband (Brisbane),3.77,18.385,50.78,4.71
2018-11-20 19:00:01,2018-11-20 19:00:27,Telstra Internet,Telstra (Brisbane),3.77,17.223,51.77,5.3
